,Date,Open,High,Low,Close,Adj Close,Volume
71,2017-04-17,35.369999,35.470001,35.217499,35.4575,33.428425,66328400
72,2017-04-18,35.352501,35.509998,35.2775,35.299999,33.279942,58790000
73,2017-04-19,35.470001,35.5,35.112499,35.169998,33.157387,69313600
74,2017-04-20,35.305,35.73,35.290001,35.610001,33.572208,93278400
75,2017-04-21,35.610001,35.669998,35.462502,35.567501,33.532143,69283600
76,2017-04-24,35.875,35.987499,35.794998,35.91,33.855045,68537200
77,2017-04-25,35.977501,36.224998,35.967499,36.1325,34.064796,75486000
78,2017-04-26,36.1175,36.150002,35.845001,35.919998,33.864464,80164800
79,2017-04-27,35.98,36.040001,35.827499,35.947498,33.890396,56985200
80,2017-04-28,36.022499,36.075001,35.817501,35.912498,33.857391,83441600
81,2017-05-01,36.275002,36.799999,36.240002,36.645,34.547981,134411600
82,2017-05-02,36.884998,37.022499,36.709999,36.877499,34.767174,181408800
83,2017-05-03,36.397499,36.872501,36.067501,36.764999,34.661114,182788000
84,2017-05-04,36.630001,36.785,36.452499,36.6325,34.536194,93487600
85,2017-05-05,36.689999,37.244999,36.689999,37.240002,35.108944,109310800
86,2017-05-08,37.2575,38.424999,37.2575,38.252499,36.06348,195009600
87,2017-05-09,38.467499,38.720001,38.362499,38.497501,36.294472,156521600
88,2017-05-10,38.407501,38.485001,38.0275,38.314999,36.122417,103222800
89,2017-05-11,38.112499,38.517502,38.077499,38.487499,36.434814,109020400
90,2017-05-12,38.674999,39.105,38.6675,39.025002,36.943645,130108000
91,2017-05-15,39.002499,39.162498,38.762501,38.924999,36.848969,104038800
92,2017-05-16,38.985001,39.014999,38.68,38.8675,36.794537,80194000
93,2017-05-17,38.400002,38.642502,37.427502,37.5625,35.559143,203070800
94,2017-05-18,37.817501,38.334999,37.782501,38.134998,36.101112,134272800
95,2017-05-19,38.345001,38.494999,38.157501,38.264999,36.224174,107843200
96,2017-05-22,38.5,38.645,38.227501,38.497501,36.444279,91865600
97,2017-05-23,38.724998,38.724998,38.327499,38.450001,36.399307,79675600
98,2017-05-24,38.459999,38.5425,38.1675,38.334999,36.290443,76712000
99,2017-05-25,38.432499,38.587502,38.2575,38.467499,36.415871,76942400
100,2017-05-26,38.5,38.560001,38.327499,38.4025,36.354347,87710400
101,2017-05-30,38.355,38.607498,38.3325,38.4175,36.368538,80507600
102,2017-05-31,38.4925,38.5425,38.095001,38.189999,36.153175,97804800
103,2017-06-01,38.2925,38.3325,38.055,38.294998,36.252586,65616400
104,2017-06-02,38.395,38.862499,38.2225,38.862499,36.789818,111082800
105,2017-06-05,38.584999,38.612499,38.365002,38.482498,36.43008,101326800
106,2017-06-06,38.474998,38.952499,38.445,38.612499,36.553143,106499600
107,2017-06-07,38.755001,38.994999,38.619999,38.842499,36.770874,84278400
108,2017-06-08,38.8125,38.884998,38.599998,38.747501,36.680943,85003200
109,2017-06-09,38.797501,38.797501,36.505001,37.244999,35.258579,259530800
110,2017-06-12,36.435001,36.522499,35.627499,36.355,34.416054,289229200
111,2017-06-13,36.790001,36.862499,36.287498,36.647499,34.692944,136661600
112,2017-06-14,36.875,36.875,35.959999,36.290001,34.354507,126124800
113,2017-06-15,35.830002,36.119999,35.552502,36.072498,34.148605,128661600
114,2017-06-16,35.945,36.125,35.549999,35.567501,33.670547,201444400
115,2017-06-19,35.915001,36.685001,35.915001,36.584999,34.633785,130165600
116,2017-06-20,36.717499,36.717499,36.235001,36.252499,34.319012,99600400
117,2017-06-21,36.380001,36.517502,36.1525,36.467499,34.522545,85063200
118,2017-06-22,36.442501,36.674999,36.279999,36.407501,34.46574,76425200
119,2017-06-23,36.282501,36.790001,36.2775,36.57,34.619576,141757600
120,2017-06-26,36.7925,37.07,36.345001,36.455002,34.510704,102769600
121,2017-06-27,36.252499,36.540001,35.904999,35.932499,34.016075,99047600
122,2017-06-28,36.122501,36.5275,35.790001,36.4575,34.513084,88329600
123,2017-06-29,36.177502,36.282501,35.57,35.919998,34.004242,125997600
124,2017-06-30,36.112499,36.240002,35.945,36.005001,34.084717,92096400
125,2017-07-03,36.220001,36.325001,35.775002,35.875,33.961643,57111200
126,2017-07-05,35.922501,36.197498,35.68,36.022499,34.101284,86278400
127,2017-07-06,35.755001,35.875,35.602501,35.682499,33.779411,96515200
128,2017-07-07,35.724998,36.1875,35.724998,36.044998,34.122578,76806800
129,2017-07-10,36.0275,36.487499,35.842499,36.264999,34.330837,84362400
130,2017-07-11,36.182499,36.462502,36.095001,36.3825,34.442081,79127200
131,2017-07-12,36.467499,36.544998,36.205002,36.435001,34.491783,99538000
132,2017-07-13,36.375,37.122501,36.360001,36.942501,34.972206,100797600
133,2017-07-14,36.9925,37.3325,36.8325,37.259998,35.272778,80528400
134,2017-07-17,37.205002,37.724998,37.142502,37.389999,35.395844,95174000
135,2017-07-18,37.299999,37.532501,37.1675,37.52,35.518909,71475200
136,2017-07-19,37.619999,37.855,37.487499,37.755001,35.74139,83692000
137,2017-07-20,37.875,37.935001,37.547501,37.584999,35.580452,68974800
138,2017-07-21,37.497501,37.610001,37.220001,37.567501,35.563881,105010400
139,2017-07-24,37.645,38.110001,37.474998,38.022499,35.994614,85972800
140,2017-07-25,37.950001,38.459999,37.950001,38.185001,36.148449,75415600
141,2017-07-26,38.337502,38.482498,38.264999,38.365002,36.318848,63124000
142,2017-07-27,38.4375,38.497501,36.825001,37.639999,35.632511,129905200
143,2017-07-28,37.4725,37.557499,37.297501,37.375,35.381645,68854800
144,2017-07-31,37.474998,37.5825,37.032501,37.182499,35.199413,79383600
145,2017-08-01,37.275002,37.555,37.102501,37.512501,35.51181,141474400
146,2017-08-02,39.82,39.9375,39.040001,39.285,37.189777,279747200
147,2017-08-03,39.262501,39.302502,38.755001,38.892502,36.818211,108389200
148,2017-08-04,39.017502,39.349998,38.922501,39.0975,37.012287,82239600
149,2017-08-07,39.264999,39.73,39.1675,39.702499,37.585003,87481200
150,2017-08-08,39.650002,40.4575,39.567501,40.02,37.885582,144823600
151,2017-08-09,39.814999,40.317501,39.7775,40.264999,38.117508,104526000
152,2017-08-10,39.974998,40.0,38.657501,38.830002,36.903404,163217200
153,2017-08-11,39.150002,39.642502,39.017502,39.369999,37.416603,105028400
154,2017-08-14,39.830002,40.052502,39.6875,39.962502,37.97971,88490800
155,2017-08-15,40.165001,40.549999,40.035,40.400002,38.395512,117862000
156,2017-08-16,40.485001,40.627499,40.037498,40.237499,38.241055,110686400
157,2017-08-17,40.130001,40.177502,39.459999,39.465,37.506886,111762400
158,2017-08-18,39.465,39.875,39.18,39.375,37.421349,109712400
159,2017-08-21,39.375,39.4725,38.7775,39.302502,37.352451,105474000
160,2017-08-22,39.557499,40.0,39.505001,39.945,37.963074,86418400
161,2017-08-23,39.767502,40.1175,39.720001,39.994999,38.010593,77596400
162,2017-08-24,40.107498,40.185001,39.637501,39.817501,37.841908,79275600
163,2017-08-25,39.912498,40.139999,39.817501,39.965,37.982082,101920400
164,2017-08-28,40.035,40.5,39.982498,40.3675,38.364613,103864000
165,2017-08-29,40.025002,40.779999,40.0,40.727501,38.706749,118067600
166,2017-08-30,40.950001,40.9725,40.6525,40.837502,38.811287,109078400
167,2017-08-31,40.91,41.130001,40.869999,41.0,38.965733,107140400
168,2017-09-01,41.200001,41.235001,40.907501,41.012501,38.977612,66364400
169,2017-09-05,40.9375,41.0625,40.139999,40.52,38.509556,117874000
170,2017-09-06,40.677502,40.747501,40.130001,40.477501,38.469158,86606800
171,2017-09-07,40.522499,40.560001,40.09,40.314999,38.314724,87714000
172,2017-09-08,40.215,40.287498,39.6325,39.657501,37.689838,114446000
173,2017-09-11,40.125,40.512501,39.9725,40.375,38.371738,126323200
174,2017-09-12,40.6525,40.990002,39.692501,40.215,38.219681,286856000
175,2017-09-13,39.967499,39.990002,39.477501,39.912498,37.932186,179629600
176,2017-09-14,39.747501,39.849998,39.522499,39.57,37.606678,95042800
177,2017-09-15,39.6175,40.2425,39.5,39.970001,37.986835,196458400
178,2017-09-18,40.0275,40.125,39.5,39.6675,37.699345,113077600
179,2017-09-19,39.877499,39.942501,39.610001,39.682499,37.7136,83242400
180,2017-09-20,39.474998,39.564999,38.4575,39.017502,37.081596,211805600
181,2017-09-21,38.950001,38.950001,38.1875,38.3475,36.444836,150046800
182,2017-09-22,37.884998,38.067501,37.639999,37.9725,36.088444,186581600
183,2017-09-25,37.497501,37.9575,37.290001,37.637501,35.770069,177549200
184,2017-09-26,37.945,38.48,37.922501,38.285,36.385441,146640000
185,2017-09-27,38.450001,38.68,38.384998,38.557499,36.644417,102016800
186,2017-09-28,38.4725,38.57,38.174999,38.32,36.418701,88022000
187,2017-09-29,38.302502,38.532501,38.0,38.529999,36.618282,105199200
188,2017-10-02,38.564999,38.612499,38.18,38.452499,36.544628,74795200
189,2017-10-03,38.502499,38.772499,38.477501,38.619999,36.703815,64921200
190,2017-10-04,38.407501,38.465,38.115002,38.369999,36.466221,80655200
191,2017-10-05,38.544998,38.860001,38.512501,38.8475,36.920021,85135200
192,2017-10-06,38.7425,38.872501,38.639999,38.825001,36.898643,69630400
193,2017-10-09,38.952499,39.182499,38.872501,38.959999,37.026947,65051600
194,2017-10-10,39.014999,39.5,38.775002,38.974998,37.041206,62468000
195,2017-10-11,38.9925,39.244999,38.9375,39.137501,37.195648,67622400
196,2017-10-12,39.087502,39.342499,38.932499,39.0,37.064964,64500400
197,2017-10-13,39.182499,39.32,39.102501,39.247501,37.300179,65576800
198,2017-10-16,39.474998,40.0,39.412498,39.970001,37.986835,96486000
199,2017-10-17,39.945,40.217499,39.807499,40.1175,38.127022,75989200
200,2017-10-18,40.105,40.177502,39.900002,39.939999,37.958317,65496800
201,2017-10-19,39.1875,39.27,38.755001,38.994999,37.060211,170336800
202,2017-10-20,39.1525,39.4375,38.990002,39.0625,37.124367,95896400
203,2017-10-23,39.2225,39.422501,38.875,39.0425,37.10535,87937200
204,2017-10-24,39.072498,39.355,39.049999,39.275002,37.326321,71028800
205,2017-10-25,39.227501,39.387501,38.817501,39.102501,37.162384,84828400
206,2017-10-26,39.307499,39.4575,39.195,39.352501,37.399975,68002000
207,2017-10-27,39.822498,40.900002,39.674999,40.762501,38.740021,177816800
208,2017-10-30,40.9725,42.017502,40.93,41.68,39.611984,178803200
209,2017-10-31,41.974998,42.412498,41.735001,42.259998,40.163212,144187200
210,2017-11-01,42.467499,42.485001,41.4025,41.7225,39.652382,134551200
211,2017-11-02,41.650002,42.125,41.32,42.0275,39.942253,165573600
212,2017-11-03,43.5,43.564999,42.779999,43.125,40.985294,237594400
213,2017-11-06,43.092499,43.747501,42.93,43.5625,41.401085,140105200
214,2017-11-07,43.477501,43.8125,43.400002,43.702499,41.534145,97446000
215,2017-11-08,43.665001,44.060001,43.5825,44.060001,41.873905,97638000
216,2017-11-09,43.7775,44.025002,43.285,43.970001,41.788372,117930400
217,2017-11-10,43.7775,43.845001,43.567501,43.6675,41.65007,100582000
218,2017-11-13,43.375,43.625,43.349998,43.4925,41.48315,67928400
219,2017-11-14,43.259998,43.369999,42.794998,42.834999,40.856026,99130000
220,2017-11-15,42.4925,42.580002,42.095001,42.27,40.317131,116632400
221,2017-11-16,42.794998,42.967499,42.575001,42.775002,40.798798,94550000
222,2017-11-17,42.759998,42.8475,42.41,42.537498,40.572269,87598000
223,2017-11-20,42.572498,42.639999,42.389999,42.494999,40.531734,65049600
224,2017-11-21,42.695,43.424999,42.695,43.285,41.28524,100525200
225,2017-11-22,43.34,43.75,43.262501,43.740002,41.719223,102355600
226,2017-11-24,43.775002,43.875,43.662498,43.7425,41.721607,56106800
227,2017-11-27,43.762501,43.77,43.334999,43.522499,41.511761,82867200
228,2017-11-28,43.575001,43.717499,42.965,43.267502,41.268555,105715200
229,2017-11-29,43.157501,43.23,41.790001,42.369999,40.41251,166665600
230,2017-11-30,42.607498,43.035,42.110001,42.962502,40.977638,166108800
231,2017-12-01,42.487499,42.9175,42.125,42.762501,40.78688,159037200
232,2017-12-04,43.119999,43.154999,42.407501,42.450001,40.488819,130169600
233,2017-12-05,42.264999,42.880001,42.099998,42.41,40.450668,109400800
234,2017-12-06,41.875,42.549999,41.615002,42.252499,40.300442,114240000
235,2017-12-07,42.2575,42.610001,42.227501,42.330002,40.374367,102693200
236,2017-12-08,42.622501,42.75,42.205002,42.342499,40.386276,93420800
237,2017-12-11,42.299999,43.2225,42.197498,43.1675,41.173172,141095200
238,2017-12-12,43.037498,43.0975,42.865002,42.924999,40.941879,77636800
239,2017-12-13,43.125,43.384998,43.0,43.067501,41.077793,95273600
240,2017-12-14,43.099998,43.282501,42.912498,43.055,41.065865,81906000
241,2017-12-15,43.407501,43.5425,43.115002,43.4925,41.48315,160677200
242,2017-12-18,43.720001,44.299999,43.715,44.105,42.067356,117684400
243,2017-12-19,43.7575,43.8475,43.522499,43.634998,41.619064,109745600
244,2017-12-20,43.717499,43.855,43.3125,43.587502,41.573765,93902400
245,2017-12-21,43.5425,44.005001,43.525002,43.752499,41.73114,83799600
246,2017-12-22,43.669998,43.855,43.625,43.752499,41.73114,65397600
247,2017-12-26,42.700001,42.8675,42.419998,42.642502,40.672424,132742000
248,2017-12-27,42.525002,42.695,42.427502,42.650002,40.679585,85992800
249,2017-12-28,42.75,42.962502,42.619999,42.77,40.794037,65920800
250,2017-12-29,42.630001,42.647499,42.305,42.307499,40.352898,103999600
251,2018-01-02,42.540001,43.075001,42.314999,43.064999,41.075405,102223600
252,2018-01-03,43.1325,43.637501,42.990002,43.057499,41.068245,118071600
253,2018-01-04,43.134998,43.3675,43.02,43.2575,41.259014,89738400
254,2018-01-05,43.360001,43.842499,43.262501,43.75,41.72876,94640000
255,2018-01-08,43.587502,43.9025,43.482498,43.587502,41.573765,82271200
256,2018-01-09,43.637501,43.764999,43.352501,43.5825,41.569,86336000
257,2018-01-10,43.290001,43.575001,43.25,43.572498,41.559456,95839600
258,2018-01-11,43.647499,43.872501,43.622501,43.82,41.795528,74670800
259,2018-01-12,44.044998,44.34,43.912498,44.272499,42.227116,101672400
260,2018-01-16,44.474998,44.8475,44.035,44.047501,42.012508,118263600
261,2018-01-17,44.037498,44.8125,43.767502,44.775002,42.706406,137547200
262,2018-01-18,44.842499,45.025002,44.5625,44.814999,42.744556,124773600
263,2018-01-19,44.6525,44.895,44.352501,44.615002,42.553791,129700400
264,2018-01-22,44.325001,44.445,44.150002,44.25,42.205662,108434400
265,2018-01-23,44.325001,44.860001,44.205002,44.259998,42.215195,130756400
266,2018-01-24,44.3125,44.325001,43.299999,43.555,41.542763,204420400
267,2018-01-25,43.627499,43.737499,42.6325,42.7775,40.801189,166116000
268,2018-01-26,43.0,43.0,42.514999,42.877499,40.896576,156572000
269,2018-01-29,42.540001,42.540001,41.767502,41.990002,40.050072,202561600
270,2018-01-30,41.3825,41.842499,41.174999,41.7425,39.814007,184192800
271,2018-01-31,41.717499,42.110001,41.625,41.857498,39.923691,129915600
272,2018-02-01,41.7925,42.154999,41.689999,41.945,40.007149,188923200
273,2018-02-02,41.5,41.700001,40.025002,40.125,38.271233,346375200
274,2018-02-05,39.775002,40.970001,39.0,39.122501,37.315044,290954000
275,2018-02-06,38.7075,40.93,38.5,40.7575,38.8745,272975200
276,2018-02-07,40.772499,40.849998,39.767502,39.884998,38.042316,206434400
277,2018-02-08,40.072498,40.25,38.7575,38.787498,36.995525,217562000
278,2018-02-09,39.267502,39.4725,37.560001,39.102501,37.448036,282690400
279,2018-02-12,39.625,40.9725,39.377499,40.677502,38.95639,243278000
280,2018-02-13,40.487499,41.1875,40.412498,41.084999,39.346653,130196800
281,2018-02-14,40.759998,41.884998,40.720001,41.842499,40.072102,162579600
282,2018-02-15,42.447498,43.272499,42.25,43.247501,41.417652,204588800
283,2018-02-16,43.09,43.705002,42.942501,43.107498,41.283577,160704400
284,2018-02-20,43.012501,43.564999,42.855,42.962502,41.144707,135722000
285,2018-02-21,43.2075,43.529999,42.752499,42.767502,40.957966,149886400
286,2018-02-22,42.950001,43.487499,42.927502,43.125,41.300331,123967600
287,2018-02-23,43.4175,43.912498,43.384998,43.875,42.018604,135249600
288,2018-02-26,44.087502,44.8475,44.052502,44.7425,42.8494,152648800
289,2018-02-27,44.775002,45.119999,44.540001,44.5975,42.710541,155712400
290,2018-02-28,44.814999,45.154999,44.512501,44.529999,42.645893,151128400
291,2018-03-01,44.634998,44.945,43.165001,43.75,41.898895,195208000
292,2018-03-02,43.200001,44.075001,43.112499,44.052502,42.188595,153816000
293,2018-03-05,43.802502,44.435001,43.630001,44.205002,42.334644,113605600
294,2018-03-06,44.477501,44.5625,44.032501,44.1675,42.298729,95154000
295,2018-03-07,43.735001,43.962502,43.567501,43.7575,41.906075,126814000
296,2018-03-08,43.869999,44.279999,43.767502,44.235001,42.363365,95096400
297,2018-03-09,44.490002,45.0,44.3475,44.994999,43.091213,128740800
298,2018-03-12,45.072498,45.5975,45.052502,45.43,43.507809,128828400
299,2018-03-13,45.647499,45.875,44.810001,44.9925,43.088821,126774000
300,2018-03-14,45.080002,45.130001,44.452499,44.610001,42.722504,117473600
301,2018-03-15,44.625,45.060001,44.517502,44.662498,42.772781,90975200
302,2018-03-16,44.662498,44.779999,44.404999,44.505001,42.621948,157618800
303,2018-03-19,44.330002,44.3675,43.415001,43.825001,41.970718,133787200
304,2018-03-20,43.810001,44.200001,43.735001,43.810001,41.956345,78597600
305,2018-03-21,43.759998,43.772499,42.814999,42.817501,41.005848,148219600
306,2018-03-22,42.5,43.169998,42.150002,42.212502,40.426445,165963200
307,2018-03-23,42.0975,42.48,41.235001,41.235001,39.490303,164115200
308,2018-03-26,42.017502,43.275002,41.610001,43.192501,41.364979,150164800
309,2018-03-27,43.419998,43.787498,41.73,42.084999,40.304344,163690400
310,2018-03-28,41.8125,42.505001,41.297501,41.619999,39.859013,166674000
311,2018-03-29,41.952499,42.9375,41.724998,41.945,40.170261,153594000
312,2018-04-02,41.66,42.235001,41.1175,41.669998,39.906902,150347200
313,2018-04-03,41.91,42.1875,41.220001,42.0975,40.316311,121112000
314,2018-04-04,41.220001,43.002499,41.192501,42.9025,41.087242,138422000
315,2018-04-05,43.145,43.557499,43.02,43.200001,41.372158,107732800
316,2018-04-06,42.7425,43.119999,42.049999,42.095001,40.313915,140021200
317,2018-04-09,42.470001,43.272499,42.462502,42.512501,40.713745,116070800
318,2018-04-10,43.25,43.5,42.8825,43.3125,41.479904,113634400
319,2018-04-11,43.057499,43.48,42.924999,43.110001,41.285969,89726400
320,2018-04-12,43.352501,43.75,43.259998,43.535,41.692986,91557200
321,2018-04-13,43.695,43.959999,43.462502,43.682499,41.834248,100497200
322,2018-04-16,43.7575,44.047501,43.7075,43.955002,42.095222,86313600
323,2018-04-17,44.122501,44.735001,44.102501,44.560001,42.674625,106421600
324,2018-04-18,44.452499,44.705002,44.220001,44.459999,42.57885,83018000
325,2018-04-19,43.439999,43.8475,43.165001,43.200001,41.372158,139235200
326,2018-04-20,42.650002,42.805,41.357498,41.43,39.677048,261964400
327,2018-04-23,41.7075,41.73,41.022499,41.310001,39.562126,146062000
328,2018-04-24,41.4175,41.5825,40.305,40.735001,39.011459,134768000
329,2018-04-25,40.654999,41.355,40.602501,40.912498,39.181446,113528400
330,2018-04-26,41.029999,41.432499,40.842499,41.055,39.317917,111852000
331,2018-04-27,41.0,41.0825,40.157501,40.580002,38.863014,142623200
332,2018-04-30,40.532501,41.814999,40.459999,41.314999,39.566914,169709600
333,2018-05-01,41.602501,42.299999,41.317501,42.275002,40.486301,214277600
334,2018-05-02,43.807499,44.4375,43.450001,44.142502,42.274788,266157600
335,2018-05-03,43.970001,44.375,43.610001,44.2225,42.351398,136272800
336,2018-05-04,44.5625,46.0625,44.5425,45.9575,44.012985,224805200
337,2018-05-07,46.294998,46.9175,46.1875,46.290001,44.331425,169805600
338,2018-05-08,46.247501,46.555,45.9175,46.512501,44.544506,113611200
339,2018-05-09,46.637501,46.849998,46.305,46.84,44.858139,92844800
340,2018-05-10,46.935001,47.592499,46.912498,47.509998,45.49979,111957200
341,2018-05-11,47.372501,47.514999,46.862499,47.147499,45.326748,104848800
342,2018-05-14,47.252499,47.3825,46.965,47.037498,45.221001,83115200
343,2018-05-15,46.695,46.767502,46.275002,46.610001,44.810009,94780800
344,2018-05-16,46.517502,47.115002,46.5,47.044998,45.228207,76732400
345,2018-05-17,47.0,47.227501,46.59,46.747501,44.942196,69176000
346,2018-05-18,46.797501,46.952499,46.532501,46.577499,44.778759,73190800
347,2018-05-21,47.0,47.317501,46.727501,46.907501,45.096024,73603200
348,2018-05-22,47.095001,47.220001,46.695,46.790001,44.983063,60962800
349,2018-05-23,46.587502,47.125,46.439999,47.09,45.271473,80233600
350,2018-05-24,47.192501,47.209999,46.552502,47.037498,45.221001,92936000
351,2018-05-25,47.057499,47.412498,46.912498,47.145,45.324348,69844000
352,2018-05-29,46.900002,47.1875,46.717499,46.974998,45.160908,90056400
353,2018-05-30,46.93,47.0,46.695,46.875,45.064777,74762000
354,2018-05-31,46.805,47.057499,46.535,46.717499,44.913349,109931200
355,2018-06-01,46.997501,47.564999,46.9375,47.560001,45.723328,93770000
356,2018-06-04,47.91,48.355,47.837502,47.9575,46.105469,105064800
357,2018-06-05,48.267502,48.485001,48.09,48.327499,46.461182,86264000
358,2018-06-06,48.407501,48.52,47.98,48.494999,46.622208,83734400
359,2018-06-07,48.535,48.549999,48.084999,48.365002,46.497234,85388800
360,2018-06-08,47.7925,48.0,47.442501,47.924999,46.074223,106627200
361,2018-06-11,47.837502,47.9925,47.552502,47.807499,45.961266,73234000
362,2018-06-12,47.8475,48.1525,47.787498,48.07,46.213619,67644400
363,2018-06-13,48.105,48.220001,47.610001,47.674999,45.833881,86553600
364,2018-06-14,47.887501,47.892502,47.555,47.700001,45.857918,86440400
365,2018-06-15,47.5075,47.540001,47.064999,47.209999,45.386841,246876800
366,2018-06-18,46.970001,47.305,46.799999,47.185001,45.362808,73939600
367,2018-06-19,46.285,46.5825,45.862499,46.422501,44.629749,134314000
368,2018-06-20,46.587502,46.799999,46.432499,46.625,44.824436,82514800
369,2018-06-21,46.8125,47.087502,46.235001,46.365002,44.574474,102847600
370,2018-06-22,46.529999,46.537498,46.174999,46.23,44.444687,108801600
371,2018-06-25,45.849998,46.23,45.182499,45.5425,43.78373,126652400
372,2018-06-26,45.747501,46.6325,45.634998,46.107498,44.326916,98276800
373,2018-06-27,46.307499,46.82,46.0075,46.040001,44.262012,101141200
